"Version","Task","Concept","Att 1 - Verpflegung","Att 2 - Kundenbewertung","Att 3 - Art des Hotels","Att 4 - Meerblick","Att 5 - Preis","Att 6 - Zimmerkategorie"
209,13,2,1,1,2,1,3,1
209,13,3,1,1,1,2,2,3
209,13,4,2,3,1,2,2,2
209,13,5,2,2,2,1,3,2
209,14,1,1,1,1,1,2,1
209,14,2,3,2,3,3,1,3
209,14,3,3,2,3,1,1,3
209,14,4,1,1,2,3,3,2
209,14,5,2,3,1,2,2,1
209,15,1,2,2,2,2,1,2
209,15,2,3,3,2,1,1,3
209,15,3,1,3,3,1,3,3
209,15,4,1,1,1,3,2,1
209,15,5,2,2,3,2,3,2
209,16,1,2,2,1,3,3,3
209,16,2,1,3,2,2,1,1
209,16,3,2,2,1,1,1,1
209,16,4,3,1,2,3,3,2
209,16,5,3,1,3,1,2,2
209,17,1,3,2,3,2,2,1
209,17,2,1,3,2,3,1,3
209,17,3,1,2,2,1,3,1
209,17,4,2,1,1,3,1,2
209,17,5,3,3,3,2,2,3
209,18,1,3,1,1,2,3,3
209,18,2,2,3,3,1,2,2
209,18,3,1,2,2,3,1,1
209,18,4,2,3,1,1,3,3
209,18,5,3,1,2,2,2,2
209,19,1,3,3,1,3,3,1
209,19,2,3,1,1,1,1,3
209,19,3,1,1,3,2,1,2
209,19,4,1,3,3,3,3,2
209,19,5,2,2,2,1,2,3
209,20,1,1,3,1,3,1,3
209,20,2,3,1,2,1,3,2
209,20,3,2,2,3,2,2,1
209,20,4,1,3,2,2,1,2
209,20,5,2,2,3,1,2,1
209,21,1,1,3,2,1,1,2
209,21,2,3,2,1,3,2,3
209,21,3,2,1,3,2,3,1
209,21,4,2,1,3,3,1,3
209,21,5,3,2,1,2,3,1
210,1,1,2,1,1,1,1,2
210,1,2,3,3,2,3,2,1
210,1,3,1,2,3,2,3,3
210,1,4,2,3,2,1,3,1
210,1,5,1,2,1,2,2,2
210,2,1,3,2,2,3,1,1
210,2,2,2,3,1,2,1,1
210,2,3,3,1,3,3,2,3
210,2,4,1,1,3,1,2,3
210,2,5,1,2,2,1,3,2
210,3,1,3,1,3,3,3,1
210,3,2,2,3,1,2,2,2
210,3,3,3,1,2,2,2,3
210,3,4,1,2,1,1,1,1
210,3,5,2,3,3,3,3,2
210,4,1,3,3,3,2,1,2
210,4,2,2,2,1,3,3,3
210,4,3,1,3,3,3,2,2
210,4,4,2,2,2,2,1,3
210,4,5,3,1,1,1,3,1
210,5,1,3,2,3,3,1,2
210,5,2,3,3,1,2,1,3
210,5,3,1,1,2,1,2,1
210,5,4,2,3,1,2,3,1
210,5,5,1,1,2,1,2,3
210,6,1,1,1,3,2,3,3
210,6,2,1,2,3,1,2,3
210,6,3,3,3,1,2,1,1
210,6,4,2,1,2,3,3,2
210,6,5,2,2,2,3,2,2
210,7,1,1,1,1,3,1,3
210,7,2,3,3,2,3,3,3
210,7,3,2,1,3,1,1,1
210,7,4,1,2,1,2,2,2
210,7,5,3,3,3,1,2,1
210,8,1,2,2,1,1,3,2
210,8,2,3,1,1,2,2,3
210,8,3,2,2,2,1,3,2
210,8,4,1,1,2,2,1,1
210,8,5,1,3,3,3,1,1
210,9,1,3,2,3,3,3,2
210,9,2,3,3,2,1,3,3
210,9,3,2,2,3,3,2,1
210,9,4,1,1,1,2,1,1
210,9,5,2,3,2,1,2,3
210,10,1,1,2,3,2,3,3
210,10,2,1,3,1,3,2,3
210,10,3,3,1,1,1,2,2
210,10,4,2,3,2,3,1,1
210,10,5,2,1,2,2,1,2
210,11,1,1,3,2,2,2,1
210,11,2,2,1,1,3,3,3
210,11,3,3,2,2,2,1,3
210,11,4,1,3,3,1,3,2
210,11,5,3,2,3,1,1,2
210,12,1,1,3,2,2,3,3
210,12,2,3,1,3,1,3,1
210,12,3,3,2,1,1,2,1
210,12,4,2,2,1,3,2,2
210,12,5,2,1,3,3,1,2
210,13,1,2,3,3,1,1,3
210,13,2,3,1,2,2,2,2
210,13,3,1,2,1,3,3,1
210,13,4,3,1,2,3,3,1
210,13,5,2,2,3,2,1,3
210,14,1,1,3,1,1,3,2
210,14,2,2,2,2,2,2,1
210,14,3,2,1,3,2,3,1
210,14,4,3,2,2,3,1,3
210,14,5,1,3,1,1,2,2
210,15,1,3,3,3,3,2,2
210,15,2,1,1,3,3,2,2
210,15,3,3,3,1,1,1,3
210,15,4,1,1,1,1,1,3
210,15,5,2,2,2,2,3,1
210,16,1,2,3,2,3,2,3
210,16,2,3,1,1,2,3,2
210,16,3,1,2,3,2,3,3
210,16,4,1,2,3,1,1,1
210,16,5,3,1,2,1,2,1
210,17,1,1,3,3,2,2,1
210,17,2,1,1,2,2,3,3
210,17,3,2,3,1,3,1,2
210,17,4,2,1,1,3,1,2
210,17,5,3,2,3,1,2,1
210,18,1,3,2,2,3,1,2
210,18,2,2,3,2,1,1,2
210,18,3,3,2,1,3,3,3
210,18,4,1,1,3,2,2,1
210,18,5,2,3,1,1,3,3
210,19,1,2,1,1,1,2,3
210,19,2,1,2,1,2,2,2
210,19,3,2,1,3,1,1,3
210,19,4,3,3,3,2,3,2
210,19,5,1,2,2,3,1,1
210,20,1,1,3,2,3,3,1
210,20,2,3,1,1,2,1,2
210,20,3,3,3,2,3,3,1
210,20,4,2,2,3,2,1,3
210,20,5,1,1,1,1,2,2
210,21,1,1,1,1,2,1,2
210,21,2,3,2,2,1,2,3
210,21,3,3,3,3,3,2,3
210,21,4,2,2,2,1,3,1
210,21,5,2,3,3,3,3,1
211,1,1,1,2,1,3,3,3
211,1,2,2,1,1,3,2,1
211,1,3,1,2,3,1,3,2
211,1,4,3,1,3,1,1,1
211,1,5,2,3,2,2,2,2
211,2,1,1,1,2,3,2,3
211,2,2,1,1,3,3,3,2
211,2,3,3,3,1,2,1,1
211,2,4,3,3,2,2,1,3
211,2,5,2,2,1,1,2,1
211,3,1,2,1,2,1,3,2
211,3,2,1,1,1,3,2,1
211,3,3,2,3,3,1,1,3
211,3,4,3,2,2,2,3,2
211,3,5,3,2,3,2,1,3
211,4,1,2,3,3,2,2,2
211,4,2,2,3,1,2,3,3
211,4,3,1,1,2,1,3,3
211,4,4,3,2,1,3,1,1
211,4,5,1,2,3,3,1,2
211,5,1,2,1,1,2,3,1
211,5,2,2,1,3,3,1,3
211,5,3,3,3,2,1,2,2
211,5,4,3,3,2,1,2,1
211,5,5,1,2,1,2,3,2
211,6,1,1,3,3,1,1,1
211,6,2,2,1,1,2,3,2
211,6,3,3,2,3,1,2,3
211,6,4,1,3,2,3,1,1
211,6,5,3,2,2,3,2,3
211,7,1,2,2,1,1,1,1
211,7,2,1,3,2,2,2,3
211,7,3,3,1,2,2,1,2
211,7,4,1,3,1,1,3,3
211,7,5,3,1,3,3,3,2
211,8,1,3,3,1,2,3,3
211,8,2,2,2,3,3,2,1
211,8,3,3,3,1,3,3,2
211,8,4,1,1,2,1,1,2
211,8,5,2,2,3,2,2,1
211,9,1,3,3,1,2,2,2
211,9,2,1,1,3,3,2,3
211,9,3,2,1,2,3,1,3
211,9,4,2,2,2,1,1,2
211,9,5,1,2,3,1,3,1
211,10,1,2,2,1,1,2,3
211,10,2,1,2,1,3,1,3
211,10,3,3,1,2,1,3,1
211,10,4,2,3,3,2,2,2
211,10,5,3,1,3,2,1,1
211,11,1,2,2,3,2,1,2
211,11,2,3,1,1,1,2,3
211,11,3,1,3,2,3,3,1
211,11,4,1,2,1,2,1,3
211,11,5,2,3,2,3,3,1
211,12,1,1,2,2,3,2,2
211,12,2,2,2,1,2,1,3
211,12,3,1,3,3,1,3,2
211,12,4,3,1,3,1,3,1
211,12,5,3,1,2,3,2,1
211,13,1,1,3,2,2,1,1
211,13,2,2,1,3,3,3,3
211,13,3,1,2,3,1,2,2
211,13,4,2,1,2,2,3,3
211,13,5,3,3,1,3,1,1
211,14,1,3,3,1,1,2,2
211,14,2,2,1,3,3,1,3
211,14,3,2,3,1,1,2,1
211,14,4,1,2,2,2,3,1
211,14,5,3,2,3,3,3,2
211,15,1,1,1,2,1,1,2
211,15,2,3,3,1,1,1,2
211,15,3,2,2,1,3,3,1
211,15,4,3,3,3,2,2,3
211,15,5,1,1,2,2,2,3
211,16,1,2,1,1,3,2,2
211,16,2,1,3,3,2,1,1
211,16,3,2,2,2,2,2,2
211,16,4,3,2,2,1,3,3
211,16,5,1,3,3,3,3,3
211,17,1,1,1,1,1,1,1
211,17,2,3,2,2,2,3,2
211,17,3,1,2,3,2,3,3
211,17,4,2,3,2,3,2,2
211,17,5,3,1,1,1,1,1
211,18,1,1,2,2,2,3,2
211,18,2,3,1,1,3,2,1
211,18,3,2,1,2,1,2,1
211,18,4,3,3,3,3,1,3
211,18,5,2,3,3,1,1,3
211,19,1,3,1,3,2,3,1
211,19,2,3,2,3,3,1,2
211,19,3,2,3,1,1,3,3
211,19,4,1,2,1,3,2,3
211,19,5,2,3,2,1,1,2
211,20,1,1,1,1,2,2,1
211,20,2,2,3,3,3,3,2
211,20,3,3,2,2,1,1,3
211,20,4,3,1,3,1,3,2
211,20,5,1,3,1,2,2,1
211,21,1,3,3,3,1,3,2
211,21,2,2,2,1,2,1,1
211,21,3,1,1,2,3,2,3
211,21,4,1,2,1,3,2,1
211,21,5,2,1,2,2,1,3
212,1,1,3,3,2,2,3,3
212,1,2,3,2,2,3,1,1
212,1,3,1,3,3,1,2,3
212,1,4,1,1,1,3,1,2
212,1,5,2,2,3,1,2,1
212,2,1,1,3,3,3,1,1
212,2,2,2,1,1,1,3,2
212,2,3,2,1,1,2,3,2
212,2,4,3,2,2,1,2,3
212,2,5,3,3,3,2,2,1
212,3,1,1,1,2,2,1,2
212,3,2,2,1,2,3,1,3
212,3,3,1,2,1,1,3,2
212,3,4,2,2,1,3,3,3
212,3,5,3,3,3,1,2,1
212,4,1,3,2,1,2,3,1
212,4,2,2,3,2,3,3,1
212,4,3,1,3,2,3,2,2
212,4,4,1,2,1,1,1,3
212,4,5,3,1,3,2,2,2
212,5,1,2,1,3,2,1,3
212,5,2,3,2,1,3,2,2
212,5,3,1,3,2,1,3,1
212,5,4,3,3,1,3,1,2
212,5,5,2,1,3,2,2,3
212,6,1,3,3,1,3,2,3
212,6,2,2,1,2,1,1,1
212,6,3,1,1,3,1,3,1
212,6,4,1,2,3,2,3,3
212,6,5,2,2,2,2,1,2
212,7,1,2,2,3,1,2,2
212,7,2,1,3,2,2,1,1
212,7,3,2,3,1,2,2,3
212,7,4,3,2,3,3,1,1
212,7,5,3,1,1,3,3,3
212,8,1,3,2,1,2,1,1
212,8,2,1,3,3,2,1,2
212,8,3,2,3,3,3,2,3
212,8,4,1,1,2,1,3,2
212,8,5,3,1,2,1,3,3
212,9,1,1,1,1,1,3,1
212,9,2,2,2,2,3,2,2
212,9,3,2,2,2,1,2,1
212,9,4,3,3,3,2,1,3
212,9,5,1,1,1,3,3,2
212,10,1,1,2,3,1,2,3
212,10,2,3,1,2,2,2,2
212,10,3,2,3,1,2,3,1
212,10,4,1,2,3,3,1,1
212,10,5,2,3,1,1,3,3
212,11,1,1,3,1,1,2,2
212,11,2,1,2,1,2,2,3
212,11,3,3,1,2,3,1,2
212,11,4,3,1,2,3,1,3
212,11,5,2,3,3,1,3,1
212,12,1,2,1,2,2,2,1
212,12,2,1,3,1,1,2,3
212,12,3,3,2,2,2,3,1
212,12,4,3,2,3,3,3,2
212,12,5,2,1,3,3,1,2
212,13,1,3,2,1,1,1,3
212,13,2,1,2,2,3,3,3
212,13,3,2,3,1,2,1,2
212,13,4,1,1,3,2,2,2
212,13,5,2,3,2,3,3,1
212,14,1,3,1,3,1,1,1
212,14,2,1,3,2,3,2,3
212,14,3,3,3,2,2,3,3
212,14,4,2,2,1,2,3,2
212,14,5,1,1,3,1,1,1
212,15,1,1,3,2,2,3,3
212,15,2,2,2,3,1,1,2
212,15,3,3,2,1,1,1,2
212,15,4,2,1,3,3,2,1
212,15,5,3,1,1,3,2,1
212,16,1,2,1,1,3,3,3
212,16,2,3,3,2,1,2,2
212,16,3,2,2,2,1,2,1
212,16,4,1,3,1,3,1,2
212,16,5,3,1,3,2,3,3
212,17,1,1,2,3,2,2,1
212,17,2,3,3,1,3,3,2
212,17,3,2,3,2,1,1,3
212,17,4,2,1,2,1,2,3
212,17,5,1,2,3,2,1,1
212,18,1,1,1,1,3,1,1
212,18,2,2,3,2,1,2,3
212,18,3,3,1,1,2,1,1
212,18,4,1,2,3,3,3,2
212,18,5,3,2,3,2,3,2
212,19,1,1,1,3,1,3,3
212,19,2,3,2,2,3,2,1
212,19,3,3,2,1,1,1,3
212,19,4,1,1,2,2,2,2
212,19,5,2,3,3,3,3,1
212,20,1,3,1,1,1,3,1
212,20,2,2,3,2,2,1,2
212,20,3,3,1,3,3,2,3
212,20,4,2,3,1,2,1,2
212,20,5,1,2,2,1,3,1
212,21,1,1,3,3,2,2,2
212,21,2,2,2,1,3,1,3
212,21,3,1,3,3,3,1,3
212,21,4,2,2,1,2,2,2
212,21,5,3,1,2,1,3,1
213,1,1,1,1,2,1,1,2
213,1,2,2,2,3,3,3,3
213,1,3,2,1,3,1,2,2
213,1,4,3,3,1,2,2,1
213,1,5,1,3,2,3,1,1
213,2,1,2,1,1,3,2,1
213,2,2,3,2,1,2,3,3
213,2,3,1,1,2,3,2,2
213,2,4,3,2,2,2,3,3
213,2,5,2,3,3,1,1,1
213,3,1,1,2,1,1,1,3
213,3,2,3,3,3,3,3,2
213,3,3,2,2,2,3,2,1
213,3,4,3,1,3,2,1,3
213,3,5,1,3,1,1,3,2
213,4,1,1,3,2,3,1,3
213,4,2,2,2,2,1,1,2
213,4,3,1,1,1,2,2,3
213,4,4,3,2,3,1,2,2
213,4,5,2,1,1,2,3,1
213,5,1,3,3,3,2,3,1
213,5,2,1,2,1,3,2,3
213,5,3,3,3,3,2,2,1
213,5,4,2,2,2,3,3,2
213,5,5,2,1,2,1,1,2
213,6,1,2,1,3,2,1,3
213,6,2,3,3,1,2,1,1
213,6,3,1,1,3,1,3,3
213,6,4,1,3,1,1,3,1
213,6,5,3,2,2,3,2,2
213,7,1,1,2,2,2,1,1
213,7,2,3,3,1,1,2,3
213,7,3,3,1,1,3,1,2
213,7,4,2,3,2,2,3,3
213,7,5,2,1,3,3,3,2
213,8,1,2,1,1,2,3,2
213,8,2,2,2,3,1,2,1
213,8,3,3,3,2,3,1,3
213,8,4,1,2,3,1,2,1
213,8,5,1,3,2,2,1,2
213,9,1,2,3,2,2,1,2
213,9,2,1,1,3,3,3,3
213,9,3,1,2,1,3,3,1
213,9,4,3,2,1,1,1,1
213,9,5,3,1,3,1,2,3
213,10,1,1,3,3,1,3,2
213,10,2,3,1,2,2,2,1
213,10,3,2,3,1,3,2,1
213,10,4,2,2,1,3,1,3
213,10,5,3,2,2,1,3,2
213,11,1,1,1,1,2,2,3
213,11,2,3,3,2,3,3,1
213,11,3,2,2,1,1,1,2
213,11,4,3,3,3,3,1,2
213,11,5,1,1,3,2,2,3
213,12,1,3,3,1,3,2,2
213,12,2,3,1,2,1,2,3
213,12,3,1,1,3,1,1,1
213,12,4,2,2,3,2,3,1
213,12,5,2,2,2,2,3,3
213,13,1,1,2,3,2,2,2
213,13,2,2,3,3,1,1,3
213,13,3,2,3,1,1,3,3
213,13,4,1,1,1,3,3,2
213,13,5,3,1,2,3,1,1
213,14,1,1,2,2,2,2,1
213,14,2,3,1,1,1,3,2
213,14,3,1,2,2,2,1,1
213,14,4,2,3,3,3,1,3
213,14,5,2,3,3,3,2,2
213,15,1,3,2,1,2,2,3
213,15,2,2,1,1,2,2,1
213,15,3,1,1,2,1,3,1
213,15,4,1,3,3,3,1,2
213,15,5,3,2,2,1,3,3
213,16,1,1,3,1,1,2,2
213,16,2,3,2,3,2,3,2
213,16,3,2,1,3,3,3,1
213,16,4,2,3,2,1,2,1
213,16,5,3,2,2,2,1,3
213,17,1,1,1,1,3,1,3
213,17,2,2,3,2,2,3,1
213,17,3,2,1,2,2,2,2
213,17,4,1,2,1,3,1,3
213,17,5,3,2,3,1,2,2
213,18,1,1,3,1,3,3,3
213,18,2,3,1,3,1,1,1
213,18,3,1,3,1,1,1,1
213,18,4,3,1,3,3,3,3
213,18,5,2,2,2,2,2,2
213,19,1,2,2,3,1,1,3
213,19,2,1,3,2,1,3,3
213,19,3,2,2,3,3,2,1
213,19,4,3,1,1,2,1,2
213,19,5,3,3,2,3,2,1
213,20,1,1,3,3,2,3,2
213,20,2,2,2,2,3,1,1
213,20,3,2,1,1,1,2,3
213,20,4,1,1,1,2,3,2
213,20,5,3,3,3,1,2,3
213,21,1,3,2,1,3,3,1
213,21,2,2,3,3,1,2,3
213,21,3,1,1,2,2,1,2
213,21,4,3,1,1,2,1,1
213,21,5,1,2,2,3,3,2
214,1,1,2,1,2,1,3,2
214,1,2,3,2,3,1,1,2
214,1,3,1,1,2,3,2,3
214,1,4,1,3,3,2,1,1
214,1,5,2,3,1,2,3,1
214,2,1,1,3,2,1,1,2
214,2,2,2,1,2,2,1,3
214,2,3,2,1,3,2,3,1
214,2,4,3,2,1,3,2,2
214,2,5,3,2,1,3,2,3
214,3,1,3,3,2,1,3,3
214,3,2,2,1,2,3,1,2
214,3,3,1,2,3,3,2,1
214,3,4,3,3,3,2,2,3
214,3,5,1,2,1,1,3,1
214,4,1,1,2,3,2,1,3
214,4,2,2,3,1,1,2,2
214,4,3,2,2,1,1,3,3
214,4,4,3,1,2,3,3,1
214,4,5,1,1,3,3,2,2
214,5,1,1,1,2,1,2,2
214,5,2,3,3,1,2,1,1
214,5,3,1,2,2,2,2,3
214,5,4,3,3,1,1,1,1
214,5,5,2,2,3,3,3,3
214,6,1,3,3,3,2,3,2
214,6,2,1,2,2,1,2,3
214,6,3,3,1,3,3,1,1
214,6,4,2,1,1,3,1,1
214,6,5,2,3,1,2,3,2
214,7,1,3,1,3,2,1,3
214,7,2,3,3,2,3,3,3
214,7,3,1,1,1,2,2,1
214,7,4,2,3,2,3,2,1
214,7,5,2,2,3,1,1,2
214,8,1,2,1,3,3,1,1
214,8,2,3,3,2,2,2,3
214,8,3,1,2,1,1,3,1
214,8,4,3,3,3,3,2,2
214,8,5,1,2,1,1,3,2
214,9,1,2,1,1,1,1,3
214,9,2,1,3,3,3,2,1
214,9,3,1,2,2,1,1,2
214,9,4,3,2,2,2,3,2
214,9,5,2,1,1,2,3,3
214,10,1,1,3,3,2,3,1
214,10,2,3,1,1,1,2,2
214,10,3,2,2,3,2,2,2
214,10,4,3,1,2,1,3,1
214,10,5,1,3,1,3,1,3
214,11,1,3,1,3,1,3,1
214,11,2,1,3,1,2,2,2
214,11,3,2,3,1,1,2,1
214,11,4,3,2,2,3,1,3
214,11,5,2,2,2,3,1,3
214,12,1,2,2,2,2,1,2
214,12,2,1,1,3,3,3,3
214,12,3,3,3,1,1,2,1
214,12,4,1,2,3,2,1,3
214,12,5,2,1,2,3,3,2
214,13,1,1,3,2,1,1,1
214,13,2,3,2,1,3,3,2
214,13,3,2,1,3,2,2,3
214,13,4,2,2,3,1,3,1
214,13,5,1,3,1,3,1,2
214,14,1,3,1,2,2,2,3
214,14,2,3,1,2,2,2,1
214,14,3,1,2,1,3,3,1
214,14,4,2,3,1,3,3,3
214,14,5,2,3,3,1,1,2
214,15,1,3,1,3,1,1,2
214,15,2,3,2,3,2,2,2
214,15,3,2,3,1,3,3,1
214,15,4,1,2,2,2,2,3
214,15,5,1,1,2,1,1,3
214,16,1,1,1,3,3,2,2
214,16,2,2,3,2,1,3,3
214,16,3,1,3,3,2,3,3
214,16,4,3,2,1,2,1,1
214,16,5,2,2,2,3,2,1
214,17,1,3,2,3,1,3,3
214,17,2,2,2,3,3,2,3
214,17,3,2,1,1,2,1,2
214,17,4,1,3,2,2,3,1
214,17,5,3,1,1,1,1,2
214,18,1,3,3,2,3,1,2
214,18,2,3,3,2,3,2,2
214,18,3,1,1,1,1,2,1
214,18,4,2,2,3,2,3,3
214,18,5,1,1,3,1,1,1
214,19,1,3,2,2,1,1,1
214,19,2,2,1,1,3,2,3
214,19,3,2,2,3,1,2,1
214,19,4,1,1,2,3,3,2
214,19,5,3,3,1,2,1,3
214,20,1,3,2,3,3,1,1
214,20,2,1,2,1,2,3,2
214,20,3,2,3,2,3,1,1
214,20,4,2,1,2,1,2,3
214,20,5,1,3,1,2,3,2
214,21,1,1,1,1,2,2,3
214,21,2,3,3,3,1,3,2
214,21,3,3,1,2,2,3,2
214,21,4,1,3,3,1,2,3
214,21,5,2,2,2,3,1,1
215,1,1,3,2,1,1,1,3
215,1,2,2,2,1,1,2,2
215,1,3,1,3,3,2,1,1
215,1,4,3,1,2,3,3,3
215,1,5,2,1,3,2,3,1
215,2,1,1,2,1,3,2,2
215,2,2,2,1,2,1,3,1
215,2,3,2,3,2,2,1,3
215,2,4,3,2,3,2,1,3
215,2,5,1,3,1,3,2,2
215,3,1,2,2,2,2,1,3
215,3,2,3,3,3,3,2,1
215,3,3,3,3,1,1,2,1
215,3,4,1,1,3,3,3,2
215,3,5,1,1,1,1,3,3
215,4,1,1,2,2,1,3,1
215,4,2,2,3,3,1,1,2
215,4,3,1,2,2,2,2,1
215,4,4,3,1,1,3,3,3
215,4,5,2,1,1,2,2,2
215,5,1,3,2,2,1,3,2
215,5,2,1,3,3,3,1,3
215,5,3,3,3,3,3,1,2
215,5,4,1,1,2,1,2,3
215,5,5,2,2,1,2,3,1
215,6,1,1,2,2,1,3,3
215,6,2,3,1,1,2,1,1
215,6,3,3,1,3,2,2,1
215,6,4,2,2,1,3,1,2
215,6,5,2,3,3,3,2,2
215,7,1,1,1,3,3,1,1
215,7,2,3,3,2,2,3,2
215,7,3,1,1,2,2,1,2
215,7,4,2,2,1,1,2,3
215,7,5,2,3,3,1,3,3
215,8,1,1,2,3,2,1,1
215,8,2,3,3,1,3,2,3
215,8,3,3,2,1,3,2,1
215,8,4,1,3,2,1,1,2
215,8,5,2,1,3,2,3,3
215,9,1,2,3,2,3,3,1
215,9,2,1,2,1,2,1,3
215,9,3,3,1,3,1,2,2
215,9,4,3,3,1,1,3,1
215,9,5,2,1,2,3,2,2
215,10,1,2,3,1,2,2,1
215,10,2,3,3,2,2,2,3
215,10,3,3,2,3,3,3,2
215,10,4,1,2,3,3,3,1
215,10,5,2,1,1,1,1,2
215,11,1,3,2,3,2,2,2
215,11,2,2,2,3,1,3,2
215,11,3,1,1,2,1,1,3
215,11,4,2,3,1,3,3,1
215,11,5,1,1,2,3,1,3
215,12,1,1,3,2,1,2,1
215,12,2,3,1,1,2,1,3
215,12,3,1,1,2,2,2,1
215,12,4,3,3,1,1,1,3
215,12,5,2,2,3,3,3,2
215,13,1,1,3,1,2,3,2
215,13,2,1,1,3,3,3,3
215,13,3,2,3,2,2,1,2
215,13,4,3,2,2,3,2,3
215,13,5,2,1,3,1,1,1
215,14,1,1,1,2,3,1,2
215,14,2,3,3,2,3,3,3
215,14,3,3,2,1,1,2,1
215,14,4,1,2,1,1,2,1
215,14,5,2,3,3,2,3,3
215,15,1,3,1,3,1,2,2
215,15,2,1,3,2,3,3,3
215,15,3,2,1,1,2,2,2
215,15,4,2,2,1,2,1,1
215,15,5,3,2,3,1,1,1
215,16,1,1,3,3,2,2,3
215,16,2,3,1,2,2,3,1
215,16,3,2,3,3,1,2,2
215,16,4,3,2,2,1,3,2
215,16,5,1,2,1,3,1,3
215,17,1,1,2,3,2,2,2
215,17,2,2,1,1,3,3,1
215,17,3,3,3,2,1,3,3
215,17,4,1,3,3,1,1,2
215,17,5,2,1,1,3,1,1
215,18,1,1,3,1,1,3,2
215,18,2,2,3,2,2,2,1
215,18,3,3,1,3,2,1,1
215,18,4,3,2,1,3,1,3
215,18,5,2,2,2,3,2,3
215,19,1,3,2,2,3,2,2
215,19,2,1,3,1,2,1,1
215,19,3,1,2,3,3,2,1
215,19,4,3,1,1,2,3,2
215,19,5,2,1,3,1,3,3
215,20,1,3,3,1,3,2,2
215,20,2,1,2,3,2,3,1
215,20,3,3,2,1,2,3,3
215,20,4,2,1,2,1,1,3
215,20,5,2,1,2,1,1,2
215,21,1,1,1,3,3,2,3
215,21,2,3,2,1,2,3,2
215,21,3,2,3,2,1,1,1
215,21,4,2,3,3,3,1,3
215,21,5,1,1,2,1,2,1
216,1,1,3,2,2,3,1,1
216,1,2,2,2,1,1,2,3
216,1,3,3,1,3,3,3,1
216,1,4,1,3,2,2,1,2
216,1,5,2,3,3,2,2,3
216,2,1,3,3,2,2,2,1
216,2,2,2,2,3,3,1,3
216,2,3,1,1,1,1,3,2
216,2,4,1,1,1,3,3,2
216,2,5,3,3,3,1,1,3
216,3,1,1,1,1,1,2,1
216,3,2,1,2,2,1,3,1
216,3,3,2,2,2,2,3,2
216,3,4,2,1,1,2,2,2
216,3,5,3,3,3,3,1,3
216,4,1,3,1,3,1,2,2
216,4,2,3,1,3,2,3,1
216,4,3,1,2,2,3,2,2
216,4,4,1,2,1,2,1,3
216,4,5,2,3,2,3,3,1
216,5,1,2,3,1,1,3,3
216,5,2,3,2,2,2,1,2
216,5,3,2,3,1,1,1,3
216,5,4,1,2,3,2,3,2
216,5,5,3,1,2,3,2,1
216,6,1,1,1,1,3,2,3
216,6,2,2,1,3,1,2,3
216,6,3,1,3,1,3,1,1
216,6,4,3,2,2,2,3,2
216,6,5,2,2,3,1,1,1
216,7,1,2,1,1,3,1,2
216,7,2,1,3,3,1,1,2
216,7,3,2,1,2,2,3,1
216,7,4,1,3,3,2,2,1
216,7,5,3,2,2,1,3,3
216,8,1,1,2,3,1,3,1
216,8,2,3,3,1,3,2,3
216,8,3,2,1,2,2,1,2
216,8,4,3,3,1,2,2,3
216,8,5,2,1,3,3,3,2
216,9,1,1,3,2,3,2,3
216,9,2,3,2,1,1,1,1
216,9,3,1,2,2,1,2,3
216,9,4,3,3,1,3,1,1
216,9,5,2,1,3,2,3,2
216,10,1,2,3,2,2,2,1
216,10,2,2,2,1,3,2,2
216,10,3,3,1,3,2,1,3
216,10,4,3,1,1,1,3,3
216,10,5,1,3,2,1,3,1
216,11,1,2,3,1,2,3,3
216,11,2,3,1,2,1,2,1
216,11,3,1,3,3,3,1,2
216,11,4,1,2,3,3,1,2
216,11,5,2,2,1,2,2,1
216,12,1,3,2,3,1,1,2
216,12,2,1,1,2,3,3,3
216,12,3,3,1,2,3,1,2
216,12,4,1,2,3,1,3,3
216,12,5,2,3,1,2,2,1
216,13,1,1,1,1,2,1,3
216,13,2,3,3,3,3,3,1
216,13,3,2,2,3,3,3,1
216,13,4,2,2,2,2,1,3
216,13,5,3,3,2,1,2,2
216,14,1,3,3,3,2,3,3
216,14,2,1,2,1,1,2,2
216,14,3,2,2,2,3,1,1
216,14,4,3,1,3,2,1,1
216,14,5,1,1,1,1,2,2
216,15,1,1,1,1,3,2,3
216,15,2,1,3,1,3,3,2
216,15,3,2,3,2,1,3,2
216,15,4,3,2,3,2,1,1
216,15,5,2,1,3,1,2,3
216,16,1,2,1,1,1,1,1
216,16,2,3,2,2,3,2,3
216,16,3,1,3,2,2,1,2
216,16,4,2,2,3,1,2,3
216,16,5,3,1,1,3,3,1
216,17,1,1,3,2,2,3,2
216,17,2,2,1,3,3,2,1
216,17,3,1,1,2,2,3,3
216,17,4,3,2,1,1,1,3
216,17,5,3,3,3,1,2,2
216,18,1,3,1,3,1,2,3
216,18,2,1,2,1,2,3,1
216,18,3,2,2,1,3,3,2
216,18,4,1,3,2,2,1,1
216,18,5,2,3,2,3,1,2
216,19,1,3,1,2,1,3,1
216,19,2,3,1,1,2,1,2
216,19,3,2,2,3,2,2,2
216,19,4,1,3,3,1,3,1
216,19,5,1,3,1,3,1,3
216,20,1,3,3,1,1,3,2
216,20,2,1,1,3,2,1,1
216,20,3,3,3,3,2,2,2
